trend,january,february,march,april,may,june,july,august,september,october,november,december,,new_tags_taxonomy,shopstyle_taxonomy
cashmere,201000,165000,135000,135000,135000,135000,165000,246000,450000,550000,550000,,,,women.womens_clothes.sweaters.cashmere_sweaters
crochet,550000,550000,550000,550000,450000,450000,550000,550000,673000,673000,673000,,,Trends - Fabric,women.womens_clothes
purple,450000,450000,450000,368000,368000,368000,450000,450000,550000,550000,673000,,,Trends - Color,women
ipsy,450000,450000,450000,450000,550000,673000,673000,673000,550000,550000,673000,,,,women.womens_shoes.pumps
dollar shave club,673000,550000,450000,450000,450000,450000,550000,550000,550000,450000,673000,,,Gifting,
black friday,165000,165000,110000,165000,135000,246000,301000,450000,1830000,20400000,673000,,,,women
jumper,368000,450000,450000,450000,450000,450000,450000,450000,673000,673000,673000,,,,women.womens_clothes.sweaters
high heels,673000,823000,673000,673000,550000,550000,550000,550000,673000,673000,673000,,,Shoes - Heels: Classification,women.womens_shoes
shirt,450000,550000,550000,550000,550000,550000,450000,450000,673000,673000,673000,,,,men.mens_clothes.mens_shirts
gift,246000,246000,246000,246000,246000,246000,301000,301000,368000,450000,673000,,,"Gifting,Home - Occasion",women.womens_clothes.womens_accessories.gifts
cocktail,368000,450000,450000,550000,550000,550000,550000,450000,450000,450000,673000,,,,women.womens_clothes.dresses.cocktail_dresses
essence,550000,550000,550000,550000,450000,450000,550000,550000,550000,550000,673000,,,Beauty - Korean,women.womens_beauty
activewear,301000,301000,301000,246000,246000,246000,246000,301000,368000,450000,673000,,,Activewear - Classification,women.womens_clothes.womens_athletic_clothes
quilts,1500000,1830000,1830000,1830000,1220000,673000,823000,673000,550000,673000,673000,,,,women
calvin klein underwear,165000,201000,246000,301000,246000,301000,301000,246000,301000,450000,673000,,,,women
sexy lingerie,673000,550000,450000,450000,450000,450000,450000,450000,550000,550000,673000,,,Intimates - Classification,women.womens_clothes.womens_intimates
wedding dress,823000,823000,823000,823000,823000,673000,823000,673000,823000,673000,673000,,,"Dresses - Occasion,Dresses - Formal: Silhouette",women.womens_clothes.dresses.bridal_dresses.wedding_dresses
opal,550000,550000,550000,550000,550000,550000,550000,450000,673000,673000,673000,,,,women.womens_clothes.jewelry
infinity scarf,165000,90500,60500,49500,33100,40500,60500,90500,201000,450000,673000,,,Cold Weather Accessories - Scarves: Classification,women.womens_clothes.womens_accessories.scarves
mens shirts,201000,246000,246000,301000,301000,301000,301000,246000,368000,550000,673000,,,Mens - Basic,men.mens_clothes.mens_shirts
silver,550000,550000,550000,550000,450000,550000,550000,550000,823000,673000,673000,,,Trends - Color,women
coloring book,74000,90500,110000,90500,90500,135000,201000,201000,246000,368000,673000,,,Home - Books,living.accents.accents_desktop.desktop_books
deep purple,450000,450000,450000,450000,450000,550000,450000,450000,550000,673000,673000,,,Trends - Color,women.womens_clothes
diamond earrings,450000,301000,301000,301000,201000,201000,201000,201000,246000,450000,673000,,,Jewelry - Earrings: Material,women.womens_clothes.jewelry.diamond_jewelry.diamond_earrings
sweatshirts,550000,301000,201000,165000,201000,201000,201000,301000,550000,550000,673000,,,,kids_and_baby.kids_and_baby_clothing
model,550000,550000,550000,550000,550000,550000,550000,550000,673000,673000,673000,,,,women.womens_clothes
bracelet,550000,550000,550000,550000,550000,550000,550000,450000,673000,673000,673000,,,Gifting,women.womens_clothes.jewelry.bracelets
foundation,368000,450000,368000,368000,368000,368000,368000,450000,673000,673000,673000,,,Beauty - Cosmetic Products,women.womens_beauty.makeup.face_makeup
mint,550000,673000,550000,550000,550000,550000,550000,550000,673000,673000,673000,,,Trends - Color,women.womens_clothes
flats,368000,550000,550000,368000,301000,246000,301000,301000,673000,823000,673000,,,Shoes - Classification,women.womens_shoes.flats
fabric,823000,673000,673000,673000,673000,673000,823000,823000,1000000,823000,673000,,,,women.womens_clothes
sports watches,368000,450000,368000,368000,301000,301000,368000,368000,368000,673000,673000,,,"Gifting,Accessories - Watches: Classification",men.mens_clothes.mens_watches_and_jewelry.mens_watches
coat,368000,301000,246000,246000,165000,201000,246000,450000,823000,1000000,673000,,,Outerwear - Coats: Silhouette,women.womens_clothes.womens_outerwear.coats
acne,550000,673000,550000,673000,550000,550000,673000,673000,823000,823000,673000,,,Beauty - Skin Problems,women.womens_clothes
snow pants,450000,135000,18100,12100,14800,22200,33100,60500,135000,450000,673000,,,,women.womens_clothes.womens_pants
sweatpants,368000,368000,246000,201000,165000,201000,246000,368000,673000,673000,673000,,,"Pants - Material,Activewear - Classification",women.womens_clothes.womens_athletic_clothes.athletic_pants
peacock,450000,450000,450000,550000,450000,550000,550000,550000,550000,673000,673000,,,Trends - Color,women.womens_clothes
surf,368000,450000,450000,550000,450000,450000,550000,550000,550000,550000,673000,,,,women.womens_clothes
candle,246000,246000,201000,201000,201000,201000,246000,246000,368000,550000,673000,,,Home - Home Decor,living.accents.candles_candleholders
ipad case,450000,450000,368000,368000,450000,450000,450000,368000,301000,450000,673000,,,,women.womens_clothes.womens_accessories.womens_tech_accessories
mascara,450000,450000,450000,450000,450000,450000,450000,450000,550000,673000,673000,,,"Beauty - Cosmetic Products,Beauty - Color Cosmetics: Eyes",women.womens_beauty.makeup.eye_makeup.mascara
cute,450000,450000,450000,450000,550000,550000,550000,673000,673000,823000,823000,,,,women.womens_clothes
nice,1000000,1000000,1000000,1000000,1000000,1220000,1000000,1000000,1000000,823000,823000,,,,women.womens_clothes
lipstick,368000,450000,368000,368000,368000,368000,450000,450000,673000,823000,823000,,,"Beauty - Cosmetic Products,Beauty - Color Cosmetics: Lips",women.womens_beauty.makeup.lip_products.lipstick
shampoo,550000,673000,673000,673000,673000,673000,673000,673000,673000,823000,823000,,,Beauty - Hair Products,women.womens_beauty.hair_care.hair_shampoo
mens dress shoes,673000,673000,673000,673000,550000,673000,550000,673000,673000,1000000,823000,,,Mens - Shoes,men.mens_shoes.mens_lace_up_shoes
g-star,673000,823000,673000,673000,550000,550000,550000,673000,823000,823000,823000,,,,men.mens_clothes
basketball shoes,450000,550000,450000,450000,450000,450000,450000,450000,673000,1000000,823000,,,Shoes - Athletic: Classification,men.mens_shoes.mens_shoes_athletic
like,450000,450000,450000,368000,550000,550000,673000,823000,823000,823000,823000,,,,women.womens_clothes
scrubs,823000,823000,823000,823000,823000,823000,1000000,1000000,1000000,823000,823000,,,,women.womens_beauty.skin_care.face_care
mens boots,450000,368000,246000,246000,201000,246000,301000,368000,673000,823000,823000,,,"Mens - Boots,Mens - Shoes",men.mens_shoes.mens_boots
booties,368000,368000,246000,165000,135000,201000,368000,550000,823000,1000000,823000,,,"Shoes - Boots: Classification,Shoes - Classification,Shoes - Booties: Classification",women.womens_shoes.boots
eczema,823000,823000,823000,823000,823000,823000,823000,823000,823000,823000,823000,,,Beauty - Skin Problems,women.womens_beauty
hair,550000,673000,673000,673000,550000,550000,673000,673000,673000,823000,823000,,,,women.womens_beauty.hair_care
shop,673000,823000,823000,823000,673000,673000,823000,673000,823000,823000,823000,,,,women
jumpsuit,673000,823000,823000,1000000,1000000,823000,673000,550000,673000,673000,823000,,,Romper and Jumpsuits - Silhouette,women.womens_clothes.womens_pants
michael kors watch,368000,368000,301000,368000,368000,368000,368000,368000,450000,673000,823000,,,,women.womens_clothes.jewelry.watches
pearl,673000,673000,550000,550000,550000,550000,550000,550000,673000,673000,823000,,,,women.womens_clothes
swag,1000000,1220000,1000000,1000000,1000000,1000000,823000,823000,823000,823000,823000,,,,women.womens_clothes.jewelry.necklaces
ankle boots,368000,368000,246000,246000,165000,201000,368000,673000,1000000,1000000,823000,,,Shoes - Boots: Classification,women.womens_shoes.boots
heels,1220000,1220000,1220000,1000000,823000,673000,550000,550000,673000,823000,823000,,,Shoes - Classification,women.womens_shoes
sleepwear,201000,165000,135000,135000,135000,135000,165000,201000,246000,823000,823000,,,Intimates - Classification,men.mens_clothes.mens_sleepwear
gowns,135000,135000,110000,110000,110000,110000,110000,110000,450000,823000,823000,,,,women.womens_clothes
leather jacket,368000,368000,301000,301000,246000,301000,368000,450000,823000,823000,823000,,,Outerwear - Jackets and Vests: Material,women.womens_clothes.jackets.leather_jackets
cologne,301000,368000,301000,301000,301000,301000,368000,301000,368000,673000,823000,,,"Gifting,Beauty - Fragrance",women.womens_beauty.perfume
pregnancy,673000,673000,673000,673000,673000,673000,673000,673000,673000,673000,823000,,,Maternity Hashtags,women.womens_clothes
carry on luggage,673000,823000,673000,673000,673000,823000,673000,673000,673000,1000000,823000,,,Luggage - Classification,living.luggage.carry_on_luggage
plus size clothing,823000,673000,673000,673000,673000,550000,550000,673000,673000,823000,823000,,,Clothing - Plus Size,women.womens_clothes.plus_sizes
spongebob squarepants,823000,550000,550000,550000,673000,823000,823000,673000,673000,673000,823000,,,,kids_and_baby
retro,673000,823000,673000,673000,673000,673000,673000,673000,823000,823000,823000,,,,women.womens_clothes
velvet,823000,550000,450000,450000,450000,301000,368000,673000,823000,1000000,823000,,,Trends - Fabric,women.womens_clothes
hat,550000,550000,550000,550000,550000,550000,550000,550000,823000,823000,823000,,,Gifting,men.mens_clothes.mens_accessories.mens_hats
blazer,823000,1000000,823000,823000,673000,673000,673000,823000,1000000,823000,823000,,,"Outerwear - Jackets and Vests: Blazers,Outerwear - Jackets and Vests: Silhouette",women.womens_clothes.jackets.blazers
fun,823000,823000,823000,823000,823000,823000,823000,1000000,1220000,1220000,1000000,,,,women.womens_clothes
poncho,368000,450000,368000,368000,368000,368000,550000,1220000,1500000,1220000,1000000,,,Sweaters and Cold Weather Knits - Silhouette,women.womens_clothes
iphone 5 case,1500000,1500000,1220000,1000000,1220000,1000000,1000000,1000000,1000000,1000000,1000000,,,Tech Accessories - Classification,women.womens_clothes.womens_accessories.womens_tech_accessories
robe,673000,823000,673000,673000,673000,673000,550000,450000,673000,823000,1000000,,,Intimates - Classification,women.womens_clothes.womens_intimates.robes
best,673000,673000,673000,673000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,,,,women.womens_clothes
hair dryer,550000,550000,450000,450000,450000,450000,550000,550000,550000,823000,1000000,,,Beauty - Hair Tools,women.womens_beauty.hair_care.hair_styling_tools.blow_dryers_irons
coconut oil,1220000,1500000,1500000,1220000,1220000,1220000,1220000,1000000,1000000,1000000,1000000,,,"Food - Superfood,Beauty - Beauty Ingredients",women.womens_beauty
fashion,1000000,1000000,1000000,1000000,1000000,1000000,823000,823000,1220000,1000000,1000000,,,,women.womens_clothes
ombre hair,673000,823000,673000,673000,673000,823000,673000,673000,673000,823000,1000000,,,,women.womens_beauty.hair_care
prom dresses,2740000,3350000,3350000,1830000,1000000,823000,823000,1000000,1000000,1220000,1000000,,,,women.womens_clothes.dresses.evening_dresses
samsung gear,246000,301000,301000,301000,301000,301000,301000,368000,450000,673000,1000000,,,,kids_and_baby.baby_gear.baby_health_and_safety.baby_monitors
running shoes,823000,1220000,1000000,1000000,1000000,1000000,1000000,823000,823000,1000000,1000000,,,Shoes - Athletic: Classification,women.womens_shoes.shoes_athletic
smile,823000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,,,,women
underwear,550000,550000,550000,550000,550000,673000,673000,550000,673000,823000,1000000,,,Intimates - Classification,men.mens_clothes.mens_underwear_and_socks
coats,673000,450000,246000,165000,135000,135000,201000,368000,673000,1000000,1000000,,,,women.womens_clothes.womens_outerwear.coats
t shirt,823000,1220000,1500000,1500000,1220000,1220000,1000000,823000,1000000,1000000,1000000,,,Tops - Silhouette,men.mens_clothes.mens_shirts.mens_tees_and_tshirts
ring,673000,673000,673000,673000,673000,673000,673000,673000,823000,823000,1000000,,,Gifting,women.womens_clothes.jewelry.rings
cardigan,450000,550000,550000,550000,450000,450000,673000,823000,1000000,1000000,1000000,,,Sweaters and Cold Weather Knits - Silhouette,women.womens_clothes.sweaters.cardigan_sweaters
joggers,673000,550000,450000,450000,368000,450000,550000,550000,673000,823000,1000000,,,"Pants - Silhouette,Mens - Casual Pants: Silhouette",women.womens_clothes
blue,1000000,1000000,1000000,1000000,823000,1000000,1000000,1000000,1000000,1000000,1000000,,,Trends - Color,women
birchbox,673000,673000,823000,673000,673000,673000,673000,673000,673000,823000,1000000,,,"Gifting,Trends - Gifting: Beauty Sets",
boxer,1000000,1000000,1000000,1000000,823000,1000000,1000000,1000000,1000000,1000000,1000000,,,Mens - Underwear,men.mens_clothes.mens_underwear_and_socks.mens_boxers
yoga pants,823000,823000,673000,673000,550000,550000,673000,673000,823000,1000000,1000000,,,Activewear - Classification,women.womens_clothes
water,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1220000,1220000,1000000,1000000,,,,living.dining.drinkware.tumblers_water_glasses
shoulder bags,823000,823000,823000,673000,550000,450000,550000,550000,673000,1000000,1000000,,,,women.handbags.shoulder_bags
sweatshirt,368000,368000,301000,246000,201000,201000,301000,450000,823000,1000000,1000000,,,"Tops - Silhouette,Activewear - Classification",kids_and_baby.kids_and_baby_clothing
white,823000,823000,823000,823000,823000,823000,823000,823000,1000000,1000000,1000000,,,Trends - Color,women
bra,823000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,1000000,,,Intimates - Classification,women.womens_clothes.womens_intimates.bras
beanie,450000,301000,246000,201000,201000,201000,246000,368000,673000,823000,1000000,,,"Gifting,Hat - Classification",women.womens_clothes.womens_accessories.hats
parka,450000,301000,201000,165000,165000,165000,246000,550000,1220000,1500000,1000000,,,Outerwear - Jackets and Vests: Silhouette,women.womens_clothes.womens_outerwear
tea,823000,823000,823000,673000,673000,673000,673000,673000,823000,1000000,1220000,,,Health Snacks,living.kitchen.coffee_tea
