,trend,total_volume,social_buzz,retail_distribution
5011,pregnancy,7553000.0,1937,2233
5012,carry on luggage,8180000.0,11,1486
5013,plus size clothing,7607000.0,54,52014
5014,spongebob squarepants,7634000.0,8,129
5015,retro,8003000.0,3192,10190
5016,velvet,6711000.0,1678,12103
5017,hat,6869000.0,6025,27590
5018,blazer,8957000.0,1919,25651
5019,fun,10201000.0,16081,17878
5020,poncho,7780000.0,403,4359
5021,iphone 5 case,12440000.0,1,458
5022,robe,7684000.0,562,2325
5023,best,9692000.0,44601,18056
5024,hair dryer,6373000.0,46,2585
5025,coconut oil,13100000.0,746,3729
5026,fashion,10866000.0,46206,53822
5027,ombre hair,8180000.0,45,45
5028,prom dresses,18136000.0,357,2192
5029,samsung gear,4543000.0,6,14
5030,running shoes,10689000.0,189,3559
5031,smile,10823000.0,2556,2605
5032,underwear,7142000.0,888,9545
5033,coats,5046000.0,645,24682
5034,t shirt,12306000.0,3129,63296
5035,ring,8030000.0,6202,72815
5036,cardigan,7496000.0,1060,27821
5037,joggers,6537000.0,489,2658
5038,blue,10823000.0,16794,339377
5039,birchbox,8030000.0,265,0
5040,boxer,10823000.0,275,5824
5041,yoga pants,8261000.0,118,1753
5042,water,11440000.0,7114,5764
5043,shoulder bags,7915000.0,71,44535
5044,sweatshirt,5259000.0,1071,3640
5045,white,9584000.0,26735,292909
5046,bra,10823000.0,3098,17976
5047,beanie,4710000.0,367,2266
5048,parka,5963000.0,290,1863
5049,tea,8877000.0,3066,4763
5050,nail polish,7539000.0,1012,5117
5051,essential oils,9354000.0,362,7692
5052,book,11880000.0,8329,2379
5053,moto 360,10802000.0,41,10
5054,baby gifts,18180000.0,33,9420
5055,winter,4889000.0,12760,2661
5056,halloween,63282000.0,575,277
5057,cool,11526000.0,12865,40188
5058,nail art,12980000.0,1079,815
5059,sandals,22910000.0,7107,111287
5060,clothes,10201000.0,3484,1818197
5061,quinoa,15940000.0,878,217
5062,snow boots,4922000.0,13,1149
5063,girl,11660000.0,14284,151956
5064,diamond,9804000.0,4867,72233
5065,hoodie,7150000.0,1253,6809
5066,loafers,12289000.0,814,20393
5067,mens underwear,8031000.0,2,9545
5068,sale,11115000.0,11135,807233
5069,selfie,13200000.0,3981,155
5070,gifts,4556000.0,1923,142
5071,birthday,11440000.0,8932,2317
5072,longboard,17430000.0,184,20
5073,ipad air case,9081000.0,0,39
5074,sofia the first,10378000.0,15,299
5075,bikini,22540000.0,6120,23646
5076,shorts,13506000.0,5330,42343
5077,crossfit,18150000.0,329,148
5078,ski,8739000.0,797,1634
5079,dress,19440000.0,38366,283307
5080,beauty,13122000.0,33566,205959
5081,snowboard,7081000.0,369,50
5082,mens slippers,4712000.0,0,1456
5083,wallets,9435000.0,666,11014
5084,free shipping,5093500.0,3924,3122
5085,michael kors handbags,8804000.0,2,980
5086,amway,16830000.0,0,3
5087,safari,16220000.0,611,1051
5088,coral,15990000.0,1593,2492
5089,mens jeans,11512000.0,6,31417
5090,sunglasses,27910000.0,4206,33453
5091,sneakers,14880000.0,5857,36772
5092,panties,8735000.0,202,11475
5093,popcorn,13160000.0,485,256
5094,gloves,6819000.0,657,2902
5095,suits,19710000.0,1314,14201
5096,christmas gifts,8054000.0,9,563
5097,ipad mini case,14253000.0,0,72
5098,beats by dre,10467000.0,17,33
5099,arduino,17260000.0,0,3
5100,ama,14920000.0,246,27
5101,crocs,22740000.0,72,1351
5102,chukka boots,11352000.0,23,2564
5103,toy story,13320000.0,80,1609
5104,home decor,20370000.0,1011,70469
5105,teenage mutant ninja turtles,13253000.0,44,728
5106,onesie,7550000.0,241,607
5107,scarf,7032000.0,1866,21054
5108,beautiful,19140000.0,25149,205959
5109,pop,18150000.0,7393,12932
5110,gold,20540000.0,13121,95614
5111,necklace,11165000.0,5140,105566
5112,bracelets,7746000.0,1665,61678
5113,happy,20540000.0,25851,3534
5114,wedding dresses,18810000.0,1112,870
5115,run,11231000.0,6061,29738
5116,fitness,18810000.0,4782,1245
5117,wallet,12770000.0,1249,11014
5118,backpack,28730000.0,2064,7419
5119,black,19050000.0,24870,562103
5120,iphone 5s case,22180000.0,1,458
5121,bras,14286000.0,610,17976
5122,friends,20950000.0,12937,6245
5123,minnie mouse,15470000.0,95,656
5124,hanukkah,3605500.0,6,123
5125,vintage,20700000.0,8489,45129
5126,leggings,15246000.0,2140,9101
5127,canvas,23010000.0,1702,39694
5128,red,21770000.0,14406,108964
5129,skateboard,15213000.0,887,511
5130,rings,15970000.0,2594,72815
5131,jackets,13176000.0,1578,82628
5132,me,27640000.0,28019,40985
5133,yoga,20290000.0,3968,5096
5134,art,16910000.0,15613,61144
5135,mens shoes,15170000.0,19,125557
5136,hike,7588000.0,690,1282
5137,bts,13289000.0,1745,20
5138,indigo,26230000.0,1288,13406
5139,g-shock,20540000.0,0,381
5140,girls,23590000.0,9720,151956
5141,smart watch,12415000.0,63,700
5142,raspberry pi,19080000.0,5,3
5143,iphone 6 plus case,30600000.0,15,406
5144,lingerie,23180000.0,2385,78796
5145,perfume,13949000.0,1135,17774
5146,smartwatch,14683000.0,138,47
5147,wine,14670000.0,3186,2563
5148,moto,51350000.0,884,4000
5149,earrings,23630000.0,4080,94361
5150,samsung galaxy,27860000.0,32,53
5151,bike,28730000.0,1465,546
5152,pink,24810000.0,13388,116728
5153,nude,35020000.0,3504,21487
5154,makeup,21370000.0,19063,50357
5155,love,39810000.0,59968,67349
5156,luggage,35890000.0,642,12192
5157,watch,32950000.0,24680,52355
5158,miss universe,5239500.0,60,10
5159,jewelry,30040000.0,7562,401480
5160,calendar,47720000.0,992,302
5161,mickey mouse,39980000.0,126,1959
5162,slippers,15159000.0,559,2391
5163,handbags,57200000.0,978,165412
5164,jeans,41840000.0,9258,65938
5165,pants,22828000.0,4320,130121
5166,shopping,53140000.0,7217,18327
5167,headphones,48810000.0,466,326
5168,sweaters,22638000.0,526,86279
5169,baby,81300000.0,13184,272088
5170,apple watch,71640000.0,263,62
5171,dresses,79580000.0,11199,283307
5172,watches,54840000.0,2538,52355
5173,smartphone,45230000.0,734,385
5174,iphone 6 case,74420000.0,87,1824
5175,cars,116380000.0,1079,1733
5176,ipad,74440000.0,630,544
5177,my little pony,52120000.0,44,252
5178,iphone,101740000.0,2420,2598
5179,tablet,73920000.0,741,225
5180,fitbit,69440000.0,241,65
5181,frozen,102280000.0,19905,2261
5182,shoes,113980000.0,14135,359999
5183,christmas,33480000.0,646,1771
5184,lego,131440000.0,437,754
5185,orange,279400000.0,3532,45826
5186,how to apply bronzer,112700.0,10,89
5187,mens skinny tapered pants,0.0,0,204
5188,3d tanning,280.0,4,12
5189,bgextraordinary,0.0,0,0
5190,aircushion pact,0.0,0,0
5191,tati coltier,0.0,0,0
5192,gray jeans,45700.0,10,5146
5193,terra cotta cheeks,0.0,0,13
5194,multipanel mirror,6630.0,0,5
5195,mens vegan leather,0.0,0,39
5196,flared sleeve,2700.0,28,8145
5197,kick boot,1360.0,1,405
5198,dockers socks,36800.0,0,108
5199,illuminating moisturizer,2680.0,0,881
5200,cleane styles,0.0,0,53527
5201,mens utility shirt,1560.0,0,457
5202,victorian,906000.0,647,899
5203,tile mirror,6730.0,0,118
5204,baby foot peel,244000.0,1,19
5205,halter wedding dress,17400.0,0,118
5206,engraved necklace,42600.0,0,2379
5207,short sleeve mock neck top,530.0,0,71
5208,dockers suits,1600.0,0,25
5209,mens resort shirt,0.0,0,123
5210,parsons wall mirror,350.0,0,10
5211,jacquard pumps,0.0,0,65
5212,serum foundation,10060.0,38,385
5213,fiber mascara,214600.0,4,329
5214,licensed jewelry collections,0.0,0,64
5215,nail mask,5690.0,0,21
5216,fine jewelry,1379500.0,224,26897
5217,cherry red lace dress,0.0,0,12
5218,collagen cream,189200.0,10,1201
5219,glow makeup,21700.0,34,4467
5220,revelation pant,220.0,0,18
5221,collagen night cream,14480.0,1,142
5222,glossy gown,0.0,1,28
5223,kick boots,1530.0,3,405
5224,how to get rid of cellulite,533700.0,1,3
5225,athleta chaturanga,5020.0,0,57
5226,pull on pant,15000.0,1,4656
5227,lariat necklace,201700.0,64,1253
5228,back drop necklace,12460.0,0,450
5229,high neck swimsuit,107800.0,3,1507
5230,tracksuit,972500.0,158,292
5231,makeup highlighters,5670.0,9,2505
5232,patent dress,1090.0,1,2033
5233,embroidery,2145000.0,1260,18490
5234,sheer foundation,8640.0,7,582
5235,gothic beauty,13300.0,0,15
5236,mens regular fit shorts,0.0,0,3270
5237,color correcting concealer,24380.0,10,222
5238,tennis bracelet,616500.0,10,1410
5239,how to get rid of dark spots,115200.0,2,5
5240,control blotting paper,0.0,0,45
5241,metal shelf,174400.0,2,4319
5242,hanbang cosmetics,0.0,0,0
5243,clutch,5323000.0,2381,23162
5244,wall mirror,2425000.0,34,4375
5245,velvet lipstick,29500.0,26,141
5246,red orange,73200.0,57,3467
5247,bourbon,3326000.0,337,361
5248,bow blouse dress,0.0,0,12
5249,wedding ballgown,1880.0,5,29
5250,linen shirt,285300.0,93,5973
5251,pin bag charm,0.0,0,29
5252,how to get rid of stretch marks,857000.0,1,2
5253,jockey underwear,677000.0,1,345
5254,engraved bracelet,41500.0,2,1599
5255,flared pants,41800.0,38,6004
5256,eye primer,286600.0,31,654
5257,nosebum powder,0.0,0,0
5258,mens tie front drivers,0.0,0,31
5259,roundneck coat,0.0,0,10
5260,dockers long boxer briefs,0.0,0,0
5261,mens indigo blues,0.0,0,2311
5262,collagen supplements,210500.0,0,57
5263,how to apply blush,94000.0,5,30
5264,tulle wedding dress,63900.0,32,272
5265,thermore vest,0.0,0,4
5266,oriental medicine cream,0.0,0,2
5267,illuminating primer,13900.0,4,49
5268,chi top,240.0,0,127
5269,illuminating powder,24200.0,17,360
5270,cotton hip brief,0.0,0,162
5271,yoga bag,382200.0,28,251
5272,crop pants,123000.0,20,8935
5273,oriental medicine cosmetic,0.0,0,0
5274,collagen shots,13600.0,0,14
5275,suede bag charm,0.0,0,281
5276,gloss,662000.0,1223,2125
5277,nordstromvan,0.0,28,0
5278,colored jegging,660.0,6,134
5279,engraved ring,28200.0,1,1846
5280,mens semi rimless,0.0,0,143
5281,dress belt,90000.0,17,12141
5282,cotton sport shirt,210.0,0,6771
5283,how to apply bb cream,44200.0,0,46
5284,choker necklace,1255000.0,153,2384
5285,casual belt,15100.0,2,7442
5286,orange jeans,26700.0,0,580
5287,patent top,130.0,0,3123
5288,nail serum,3940.0,2,12
5289,smokey eye makeup,383600.0,40,276
5290,silk wedding dress,28400.0,8,284
5291,collagen lip injections,5540.0,0,22
5292,long sleeve mock neck top,540.0,0,206
5293,red jeans,167600.0,8,2014
5294,frayed denim,2210.0,75,2967
5295,illuminating tinted moisturizer,1440.0,0,14
5296,mermaid wedding dress,206400.0,18,94
5297,athleta bettona,4950.0,0,4
5298,flare pants,113100.0,34,6004
5299,lip collagen,11500.0,0,207
5300,colorblocked mirror,0.0,0,10
5301,cream concealer,26000.0,10,1473
5302,frameless mirror,171100.0,0,556
5303,crewneck romper,0.0,0,73
5304,ivory wedding dress,75600.0,5,383
5305,transluscent powder,3290.0,46,2
5306,athleta asana,330.0,0,8
5307,strobing highlighter,940.0,5,98
5308,jinseng cream,0.0,0,0
5309,pregnancystyle,0.0,244,0
5310,fastest track top,0.0,0,26
5311,mens dress boots,314400.0,0,328
5312,floating shelf,914000.0,31,316
5313,uptown lips,0.0,0,10
5314,cape back gown,0.0,0,98
5315,mens casual belt,6700.0,0,3228
5316,asana top,0.0,0,20
5317,how to use bronzer,52900.0,0,98
5318,ballroom shoe,4680.0,0,10
5319,bettona pant,200.0,1,4
5320,high neck top,79500.0,45,5641
5321,midi short,2120.0,3,522
5322,how to apply powder foundation,16000.0,0,30
5323,bridalweek,430.0,80,0
5324,mink fur charm,0.0,1,45
5325,hd foundation,66900.0,43,10
5326,lace wedding dress,686000.0,155,706
5327,colored shorts,11610.0,7,12600
5328,statement earrings,161200.0,134,2072
5329,how to get rid of puffy eyes,131800.0,1,3
5330,boxer braids,24500.0,140,0
5331,cage stud earrings,0.0,0,46
5332,mens fit pants,0.0,0,43808
5333,glossy skin,4350.0,1,84
5334,track jacket,195400.0,20,801
5335,levis womens skirt,0.0,0,14
5336,how to get glowing face,18860.0,0,98
5337,tie neck dress,7310.0,11,4766
5338,pregnantfashion,0.0,233,0
5339,watersnake sandals,0.0,0,41
5340,chi tank,970.0,0,51
5341,flame red,6480.0,9,122
5342,minimizing makeup,0.0,0,1508
5343,macrame,1350000.0,331,1840
5344,nextootd,0.0,0,0
5345,coffee,27230000.0,6537,633
5346,waterblend print,0.0,0,0
5347,nosebum,0.0,0,0
5348,decorative suit,0.0,0,4590
5349,how to get rid of pores,51000.0,0,10
5350,hair strobing,6430.0,8,1
5351,cowlneck gown,0.0,0,20
5352,clean beauty,3470.0,68,17341
5353,bridalfashionweek,150.0,963,0
5354,athleta power lift,610.0,0,0
5355,entryway mirror,28200.0,6,343
5356,jinseng pack,0.0,0,0
5357,green jeans,97500.0,17,1700
5358,mixed media satchel,0.0,0,18
5359,mens verbiage tee,0.0,0,252
5360,pinafore dress,321700.0,29,270
5361,chaturanga pant,100.0,0,44
5362,cfdaswarovski,0.0,0,0
5363,mens slim taper jeans,0.0,0,1535
5364,lariat,320400.0,192,1253
5365,exfoliating scrub,114900.0,16,3091
5366,high neck dress,145200.0,42,4155
5367,londonfashionwk,0.0,79,0
5368,crewneck jumpsuit,0.0,3,20
5369,how to apply liquid foundation,44200.0,0,27
5370,color corrector,47200.0,73,157
5371,two piece wedding dress,60500.0,6,28
5372,chippewa boots,694000.0,1,167
5373,terra cotta cheek,0.0,0,13
5374,mens dress belt,38700.0,0,519
5375,cubby shelf,50400.0,2,295
5376,color correcting makeup,7130.0,46,764
5377,trellis mirror,6510.0,0,12
5378,kimono cover up,52800.0,11,194
5379,quatrefoil mirror,53400.0,0,62
5380,large bag charm,0.0,0,308
5381,lavender jeans,4090.0,0,83
5382,gazaar gown,0.0,4,10
5383,mixed media shoulder bag,0.0,0,30
5384,accentuating makeup,0.0,0,379
5385,baked pop chips,0.0,0,11
5386,how to apply concealer,110500.0,7,192
5387,rum,2841000.0,290,38
5388,high low wedding dress,31300.0,3,41
5389,how to get perfect skin,57600.0,1,83
5390,polartec,249500.0,2,277
5391,glossy dress,840.0,0,280
5392,pearl studs,58100.0,14,2584
5393,mens windbreaker,93300.0,0,696
5394,airbrush makeup,702500.0,30,338
5395,how to apply foundation,226900.0,15,257
5396,organza wedding dress,18600.0,0,39
5397,collagen eye cream,16680.0,1,238
5398,mens thermore vest,0.0,0,2
5399,picture ledge,170600.0,5,26
5400,wedge shelf,1940.0,0,41
5401,sleeveless mock neck top,12240.0,0,365
5402,box shelf,37100.0,0,79
5403,dewy makeup,43400.0,10,567
5404,swarovskicollective,0.0,8,0
5405,loose powder,153900.0,39,288
5406,flared jeans,216400.0,192,4643
5407,armani foundation,110000.0,4,58
5408,tips for glowing skin,199800.0,8,85
5409,womens polo shirt,45600.0,0,1987
5410,cube shelf,285500.0,0,182
5411,wall candle holder,158500.0,2,249
5412,100gala,0.0,0,0
5413,cotton shirt,88800.0,173,138560
5414,watersnake pumps,0.0,0,38
5415,embossed flats,0.0,1,1383
5416,one shoulder wedding dress,33300.0,4,115
5417,army green jeans,11010.0,5,63
5418,how to get healthy skin,23500.0,0,67
5419,collagen drinks,9660.0,0,20
5420,lace up heels,659000.0,202,5551
5421,how to get rid of dry skin,69300.0,0,13
5422,wood shelf,175200.0,7,6706
5423,mens pin stripe socks,0.0,0,8
5424,denim bikini,11720.0,12,139
5425,makeup sponge,401400.0,52,1373
5426,how to get glowing skin,164500.0,13,80
5427,facial spray,33900.0,4,89
5428,low panel jeans,0.0,0,183
5429,wall art,10440000.0,294,15925
5430,precision lip brush,0.0,0,103
5431,mens classic denim,0.0,0,5469
5432,how to apply mascara,84600.0,6,128
5433,tech cross body bag,0.0,0,65
5434,cold shoulder mock neck dress,0.0,0,45
5435,embossed pumps,0.0,1,1447
5436,how to get rid of blackheads,1033000.0,10,4
5437,mens cable crew,0.0,0,296
5438,how to get clear skin,209700.0,2,42
5439,blush wedding dress,171100.0,26,243
5440,how to get rid of wrinkles,60000.0,3,11
5441,primer makeup,171600.0,7,2321
5442,embroidered wedding dress,7990.0,3,120
5443,how to use concealer,79000.0,7,224
5444,chaturanga tight,590.0,0,57
5445,pant suit,92500.0,24,5218
5446,how to get perfect eyebrows,61200.0,6,20
5447,sonar pant,0.0,0,21
5448,bevel mirror,8880.0,0,1900
5449,jersey solid,0.0,0,42694
5450,watersnake booties,0.0,0,1
5451,off the shoulder wedding dress,22700.0,14,92
5452,shimmering powder,5900.0,3,730
5453,floating mirror,5520.0,1,23
5454,backpack bag charm,0.0,0,86
5455,boots,88910000.0,4647,81898
5456,hanbang cosmetic,0.0,0,0
5457,how to get rid of acne,1175000.0,12,11
5458,contour brush,445300.0,30,965
5459,applique wedding dress,2950.0,2,93
5460,flare sleeve,4160.0,14,8145
5461,mens cuban collar,0.0,0,39
5462,dockers briefs,16300.0,0,39
5463,be free pant,0.0,0,206
5464,rain boots,6982000.0,131,2305
5465,bifaawards,0.0,0,0
5466,illuminating bronzer,1410.0,5,164
5467,upholstered mirror,1240.0,0,17
5468,metal bag charm,0.0,0,737
5469,highlighting blush,1560.0,2,510
5470,makeup strobing,21400.0,5,106
5471,bumpchic,0.0,224,0
5472,mens round watch,0.0,0,9910
5473,whiskey,4250000.0,602,358
5474,colored pants,29600.0,3,53693
5475,olive jeans,24600.0,1,515
5476,hanbang cream,0.0,0,0
5477,hydrating foundation,8520.0,19,645
5478,mens field jacket,45700.0,0,381
5479,sculpting makeup,3980.0,0,1148
5480,dockers belts,12800.0,0,215
5481,waterproof foundation,103600.0,3,61
5482,how to get rid of oily skin,109100.0,0,1
5483,stainless steel shelf,69000.0,0,481
5484,2 in 1 short,5070.0,0,4815
5485,mens linen shirt,76600.0,0,5973
5486,illuminating face powder,4430.0,4,360
5487,2 in 1 pants,970.0,0,3961
5488,short wedding dress,315500.0,20,169
5489,hanbang mask pack,0.0,0,0
5490,mens braided melt,0.0,0,0
5491,rustic shelf,44800.0,4,999
5492,patent skirt,5360.0,2,146
5493,suit,3558000.0,3919,14201
5494,cold shoulder mock neck top,0.0,0,42
5495,cherry red sequin,0.0,0,7
5496,mens frayed jeans,580.0,0,118
5497,glossy,241600.0,1089,7952
5498,twin cake pact,0.0,0,0
5499,purple jeans,51800.0,2,600
5500,high neck bra,5170.0,6,511
5501,low panel leggings,0.0,0,71
5502,wrap front gown,0.0,0,222
5503,vodka,5696000.0,444,164
5504,wave drop earrings,0.0,0,70
5505,long triple strand necklace,0.0,0,37
5506,pink jeans,80500.0,4,2111
5507,dress suit,54400.0,27,1015
5508,how to apply false eyelashes,71200.0,7,40
5509,dockers shoes,258500.0,0,594
5510,athleta polartec,1460.0,0,15
5511,silk lame skirt,0.0,0,201
5512,dolman gown,0.0,0,13
5513,long sleeve wedding dress,126300.0,31,166
5514,collagen injections,32600.0,3,22
5515,geneva waves watch,0.0,0,3
5516,canvas top handle,0.0,0,2500
5517,plus size belt dress,0.0,0,531
5518,athleta aqualuxe,910.0,0,26
5519,fringe bag charm,0.0,0,138
5520,dockers t shirts,5520.0,0,18
5521,bow blouse shirtdress,0.0,0,1
5522,hairy givenchy bag,0.0,0,0
5523,picture frame,2904000.0,43,239
5524,strapless wedding dress,27500.0,39,334
5525,fringed jeans,1480.0,38,783
5526,how to use a beauty blender,64000.0,1,111
5527,trekkie pants,0.0,0,3
5528,victorian blouse,104600.0,3,73
5529,oriental mask pack,0.0,0,0
5530,mens chukka boots,244600.0,0,2564
5531,entertainment retail collaborations,0.0,0,0
5532,orange red,26300.0,43,1941
5533,how to get rid of forehead wrinkles,28700.0,1,0
5534,time100gala,0.0,0,0
5535,printed jumpuit,0.0,20,0
5536,collagen facial mask,9460.0,0,98
5537,back necklace,54800.0,2,2849
5538,mens logo belt,0.0,0,2094
5539,high neck bikini,194300.0,29,373
5540,pregnantstyle,0.0,244,0
5541,brow gel,175200.0,129,419
5542,beauty tips for glowing skin,29400.0,4,253
5543,halloween costume,7657400.0,39,532
5544,mixed media sneakers,0.0,0,107
5545,how to get rid of blemishes,39200.0,1,9
5546,brown jeans,77500.0,0,1062
5547,tequila,5123000.0,401,59
5548,nordstromto,0.0,6,0
5549,mens duck boots,130000.0,0,120
5550,nail cream,18200.0,7,444
5551,faceted mirror,4750.0,0,22
5552,embossed booties,0.0,0,140
5553,swing dress,590500.0,134,2131
5554,cubic zirconia studs,16480.0,0,2611
5555,illuminating foundation,10200.0,0,208
5556,cable knit nail art,0.0,0,0
5557,statement jewelry,76800.0,77,5088
5558,watersnake flats,0.0,0,10
5559,roundneck jacket,0.0,0,142
5560,goth beauty,2000.0,6,25
5561,cold shoulder mock neck,0.0,0,124
5562,jacquard sandals,0.0,1,196
5563,skirt suit,118200.0,11,861
5564,beading,307000.0,708,51255
5565,jockey,2370000.0,88,1223
5566,collagen face mask,32000.0,0,266
5567,makeup primer,257400.0,24,2321
5568,how to get rid of whiteheads,215400.0,1,3
5569,cutoff cuff bracelet,0.0,0,6
5570,high waisted ankle leggings,0.0,0,128
5571,indigo knit,1720.0,2,1052
5572,lurex pumps,0.0,0,49
5573,highlighter makeup,307600.0,21,2505
5574,linen sport shirt,700.0,0,496
5575,how to contour makeup,66200.0,0,275
5576,strappy heels,459000.0,127,3076
5577,how to make skin glow,44000.0,0,72
5578,baby feet,558100.0,6,8261
5579,croc embossed sneakers,0.0,0,100
5580,metro pant,310.0,0,30
5581,flame,1090000.0,232,1260
5582,how to apply cream blush,17200.0,0,27
5583,probiotic skin care,24160.0,5,125
